"","Name","Program.Identifier","Inspection.Date","Description","Address","City","Zip.Code","Phone","Longitude","Latitude","Inspection.Business.Name","Inspection.Type","Inspection.Score","Inspection.Result","Inspection.Closed.Business","Violation.Type","Violation.Description","Violation.Points","Business_ID","Inspection_Serial_Num","Violation_Record_ID","Grade"
"1089","BASIL BOX","BASIL BOX","2/16/18","Seating 0-12 - Risk Category III","701 5TH AVE","Seattle",98104,"",-122.3306146,47.60452694,"BASIL BOX","Routine Inspection/Field Review",23,"Unsatisfactory",FALSE,"BLUE","2900 - Adequate equipment for temperature control",5,"PR0054703","DARSPKHDR","IVHQUT0LJ",2
"1090","BASIL BOX","BASIL BOX","2/16/18","Seating 0-12 - Risk Category III","701 5TH AVE","Seattle",98104,"",-122.3306146,47.60452694,"BASIL BOX","Routine Inspection/Field Review",23,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0054703","DARSPKHDR","IVGIHPBTH",2
"1091","BASIL BOX","BASIL BOX","2/16/18","Seating 0-12 - Risk Category III","701 5TH AVE","Seattle",98104,"",-122.3306146,47.60452694,"BASIL BOX","Routine Inspection/Field Review",23,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0054703","DARSPKHDR","IVEGLKZX6",2
"1092","BASIL BOX","BASIL BOX","2/16/18","Seating 0-12 - Risk Category III","701 5TH AVE","Seattle",98104,"",-122.3306146,47.60452694,"BASIL BOX","Routine Inspection/Field Review",23,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0054703","DARSPKHDR","IVCJIUP4P",2
"1093","CORE BISTRO","CORE BISTRO","2/16/18","Seating 13-50 - Risk Category III","700 5TH AVE #602","Seattle",98104,"",-122.3298807,47.60500737,"CORE BISTRO","Routine Inspection/Field Review",55,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0026157","DAOO8Z4IM","IVNIRNPPI",3
"1094","CORE BISTRO","CORE BISTRO","2/16/18","Seating 13-50 - Risk Category III","700 5TH AVE #602","Seattle",98104,"",-122.3298807,47.60500737,"CORE BISTRO","Routine Inspection/Field Review",55,"Unsatisfactory",FALSE,"RED","1900 - No room temperature storage; proper use of time...",25,"PR0026157","DAOO8Z4IM","IVDT0MV2R",3
"1095","CORE BISTRO","CORE BISTRO","2/16/18","Seating 13-50 - Risk Category III","700 5TH AVE #602","Seattle",98104,"",-122.3298807,47.60500737,"CORE BISTRO","Routine Inspection/Field Review",55,"Unsatisfactory",FALSE,"RED","1710 - Proper hot holding temperatures (less than130 degrees)",25,"PR0026157","DAOO8Z4IM","IV0N3UUC6",3
"1096","STARBUCKS COFFEE #111","STARBUCKS COFFEE #111","2/16/18","Seating 0-12 - Risk Category II","700 5TH AVE","Seattle",98104,"",-122.3298807,47.60500737,"STARBUCKS COFFEE #111","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0029031","DANJMH2VX","",1
"1097","TREASURES GIFTS & SNACKS","TREASURES GIFTS & SNACKS","2/16/18","Grocery Store-no seating - Risk Category I","700 5TH AVE # 302","Seattle",98104,"(206) 682-9422",-122.3298807,47.60500737,"TREASURES GIFTS & SNACKS","Routine Inspection/Field Review",5,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0031054","DAS7CG2GV","IVYTHZIJA",NA
"1098","BALLARD ANNEX OYSTER HOUSE","BALLARD ANNEX OYSTER HOUSE","2/16/18","Seating 151-250 - Risk Category III","5410 BALLARD AVE NW","SEATTLE",98107,"(206) 669-2965",-122.385003,47.667998,"BALLARD ANNEX OYSTER HOUSE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0082929","DAXRECKEM","IVUZQKSA1",1
"1099","BRIMMER & HEELTAP","BRIMMER & HEELTAP","2/16/18","Seating 51-150 - Risk Category III","425 NW MARKET ST","SEATTLE",98107,"(206) 979-9463",-122.3630091,47.66848601,"BRIMMER & HEELTAP","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0083503","DANISFZUU","",2
"1100","LUCKY ENVELOPE BREWING","LUCKY ENVELOPE BREWING","2/16/18","Seating 51-150 - Risk Category I","907 NW 50TH ST","SEATTLE",98107,"(206) 289-0425",-122.369083,47.664813,"LUCKY ENVELOPE BREWING","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0084721","DAEV9C9SS","",1
"1101","MOSHI MOSHI SUSHI","MOSHI MOSHI SUSHI","2/16/18","Seating 51-150 - Risk Category III","5324 BALLARD AVE NW","SEATTLE",98107,"(206) 661-0575",-122.3834796,47.66695445,"MOSHI MOSHI SUSHI","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0077831","DAA5JEULU","",1
"1102","NO BONES HOSPITALITY","NO BONES HOSPITALITY","2/16/18","Seating 13-50 - Risk Category III","5410 17TH AVE NW","SEATTLE",98107,"(206) 747-0772",-122.3786409,47.66827207,"NO BONES HOSPITALITY","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0081363","DASZ6CSEL","",1
"1103","PERCY'S","PERCY'S","2/16/18","Seating 51-150 - Risk Category III","5233 BALLARD AVE NW","SEATTLE",98107,"(206) 465-9031",-122.3832905,47.6661215,"PERCY'S","Routine Inspection/Field Review",3,"Satisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0009212","DAKM0DNFW","IVXIIO0L0",1
"1104","ALACART LLC/THE BUBBLE TEA SHOP","ALACART LLC/THE BUBBLE TEA SHOP","2/16/18","Seating 0-12 - Risk Category I","305 HARRISON ST","SEATTLE",98109,"(206) 719-5549",-122.3494603,47.62170689,"ALACART LLC/THE BUBBLE TEA SHOP","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0085670","DALTXOVGV","",1
"1105","COLLECTIONS CAFE","COLLECTIONS CAFE","2/16/18","Seating 151-250 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 905-2102",-122.3533545,47.62111964,"COLLECTIONS CAFE","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0082086","DA1V6LDKY","IVZRYEL8P",2
"1106","ELTANA","ELTANA","2/16/18","Seating 0-12 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 724-0660",-122.3533545,47.62111964,"ELTANA","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0082154","DAOGOWHBV","",1
"1107","PLUM PANTRY","PLUM PANTRY","2/16/18","Seating 0-12 - Risk Category III","305 HARRISON ST","SEATTLE",98109,"(206) 724-4533",-122.3529606,47.62106883,"PLUM PANTRY","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0082440","DAKONBOFN","IV0H8FIEM",2
"1108","WHOLE FOODS MARKET","WHOLE FOODS MARKET - GROCERY","2/16/18","Grocery Store-no seating - Risk Category II","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079614","DA0AXEYAV","",NA
"1109","WHOLE FOODS MARKET","WHOLE FOODS MARKET - CHEESE","2/16/18","Seating 0-12 - Risk Category II","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079612","DAC29GS3Q","",1
"1110","WHOLE FOODS MARKET","WHOLE FOODS MARKET - ESPRESSO/ICE CREAM","2/16/18","Seating 0-12 - Risk Category I","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079610","DAQY24J09","",1
"1111","WHOLE FOODS MARKET","WHOLE FOODS MARKET - MEAT SHOP","2/16/18","Meat/Sea Food - Risk Category III","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079613","DAKLRKDS6","",NA
"1112","WHOLE FOODS MARKET","WHOLE FOOD MARKET -  BAKERY","2/16/18","Bakery-no seating - Risk Category II","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079615","DAG0CMGPK","",NA
"1113","WHOLE FOODS MARKET","WHOLE FOOD MARKET -  SEAFOOD","2/16/18","Meat/Sea Food - Risk Category III","2001 15TH AVE W","SEATTLE",98119,"(425) 957-6700",-122.3763844,47.63674814,"WHOLE FOODS MARKET","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0079616","DA7JNOT1O","",NA
"1114","C & C FOOD STORE","C & C FOOD STORE","2/16/18","Seating 0-12 - Risk Category I","3002 BEACON AVE S","SEATTLE",98144,"(206) 723-2959",-122.3093281,47.57678774,"C & C FOOD STORE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0002438","DAL3OBXUE","",1
"1115","VICTROLA COFFEE","VICTROLA COFFEE","2/16/18","Seating 0-12 - Risk Category II","3215 BEACON AVE S ","SEATTLE",98144,"(206) 356-5259",-122.3093024,47.57459598,"VICTROLA COFFEE","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0076200","DASNRIUGI","IVPTQWTHT",1
"1116","BALLARD PIZZA COMPANY","BALLARD PIZZA COMPANY","2/17/18","Seating 13-50 - Risk Category III","5107 BALLARD AVE NW","SEATTLE",98107,"(206) 588-0030",-122.3812318,47.66458111,"BALLARD PIZZA COMPANY","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0082099","DAVGZM8S1","",1
"1117","BASTILLE CAFE & BAR","BASTILLE CAFE & BAR","2/17/18","Seating 151-250 - Risk Category III","5307 BALLARD AVE NW","SEATTLE",98107,"(206) 235-8999",-122.3836641,47.66643844,"BASTILLE CAFE & BAR","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0079563","DAMTIPS0O","IVTQGOYHZ",2
"1118","BASTILLE CAFE & BAR","BASTILLE CAFE & BAR","2/17/18","Seating 151-250 - Risk Category III","5307 BALLARD AVE NW","SEATTLE",98107,"(206) 235-8999",-122.3836641,47.66643844,"BASTILLE CAFE & BAR","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F)",5,"PR0079563","DAMTIPS0O","IVGARAZYM",2
"1119","BRAMLING CROSS","BRAMLING CROSS","2/17/18","Seating 13-50 - Risk Category III","5205 BALLARD AVE NW ","SEATTLE",98107,"(206) 588-0030",-122.3825874,47.66552509,"BRAMLING CROSS","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0072141","DAQLI7B1Z","",1
"1120","KINGS HARDWARE","KINGS HARDWARE","2/17/18","Seating 51-150 - Risk Category III","5225 BALLARD AVE NW ","SEATTLE",98107,"(206) 850-0998",-122.3830353,47.665934,"KINGS HARDWARE","Routine Inspection/Field Review",10,"Satisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0076134","DAEHNRCBF","IV6MKILRG",1
"1121","KINGS HARDWARE","KINGS HARDWARE","2/17/18","Seating 51-150 - Risk Category III","5225 BALLARD AVE NW ","SEATTLE",98107,"(206) 850-0998",-122.3830353,47.665934,"KINGS HARDWARE","Routine Inspection/Field Review",10,"Satisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0076134","DAEHNRCBF","IVMFKFWWD",1
"1122","SAN FERMO","SAN FERMO","2/17/18","Seating 51-150 - Risk Category III","5341 BALLARD AVE NW","SEATTLE",98107,"(206) 551-3328",-122.3845042,47.66722278,"SAN FERMO","Routine Inspection/Field Review",0,"Unsatisfactory",FALSE,"","",0,"PR0085761","DA80AQDUI","",2
"1123","SEXTON, THE","SEXTON, THE","2/17/18","Seating 13-50 - Risk Category III","5327 BALLARD AVE NW","SEATTLE",98107,"(206) 734-5015",-122.3842546,47.66699118,"SEXTON, THE","Routine Inspection/Field Review",38,"Unsatisfactory",FALSE,"BLUE","3700 - In-use utensils properly stored",3,"PR0081822","DARQVIGRK","IVGHGYR5D",2
"1124","SEXTON, THE","SEXTON, THE","2/17/18","Seating 13-50 - Risk Category III","5327 BALLARD AVE NW","SEATTLE",98107,"(206) 734-5015",-122.3842546,47.66699118,"SEXTON, THE","Routine Inspection/Field Review",38,"Unsatisfactory",FALSE,"RED","1500 - Proper handling of pooled eggs",5,"PR0081822","DARQVIGRK","IV5TR2STP",2
"1125","SEXTON, THE","SEXTON, THE","2/17/18","Seating 13-50 - Risk Category III","5327 BALLARD AVE NW","SEATTLE",98107,"(206) 734-5015",-122.3842546,47.66699118,"SEXTON, THE","Routine Inspection/Field Review",38,"Unsatisfactory",FALSE,"RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0081822","DARQVIGRK","IVLXYSGRG",2
"1126","SEXTON, THE","SEXTON, THE","2/17/18","Seating 13-50 - Risk Category III","5327 BALLARD AVE NW","SEATTLE",98107,"(206) 734-5015",-122.3842546,47.66699118,"SEXTON, THE","Routine Inspection/Field Review",38,"Unsatisfactory",FALSE,"RED","1900 - No room temperature storage; proper use of time...",25,"PR0081822","DARQVIGRK","IVMGSUHK0",2
"1127","STONEBURNER RESTAURANT","STONEBURNER","2/17/18","Seating 151-250 - Risk Category III","5214 BALLARD AVE NW","SEATTLE",98107,"(206) 200-9425",-122.3824754,47.6661848,"STONEBURNER RESTAURANT","Routine Inspection/Field Review",25,"Unsatisfactory",FALSE,"RED","0500 - Proper barriers used to prevent bare hand contact with ready to eat foods.",25,"PR0083124","DALHDYOSE","IV7GASWJW",2
"1128","14 CARROT CAFE","14 CARROT CAFE","2/20/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","4200 - Food-contact surfaces maintained, clean, sanitized",5,"PR0003061","DA0D03GHP","IVWPRMSSL",2
"1129","14 CARROT CAFE","14 CARROT CAFE","2/20/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","3100 - Proper labeling, signage",5,"PR0003061","DA0D03GHP","IV9KVEXO3",2
"1130","14 CARROT CAFE","14 CARROT CAFE","2/20/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0003061","DA0D03GHP","IVXHT0LMT",2
"1131","14 CARROT CAFE","14 CARROT CAFE","2/20/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0003061","DA0D03GHP","IVPO5ZFDW",2
"1132","14 CARROT CAFE","14 CARROT CAFE","2/20/18","Seating 51-150 - Risk Category III","2305 EASTLAKE AVE E ","Seattle",98102,"(206) 324-1442",-122.3261014,47.63985981,"14 CARROT CAFE","Routine Inspection/Field Review",45,"Unsatisfactory",FALSE,"RED","1600 - Proper cooling procedure",25,"PR0003061","DA0D03GHP","IV8VTE4OG",2
"1133","EATDRINK","EATDRINK","2/20/18","Seating 51-150 - Risk Category III","3218 EASTLAKE AVE E","SEATTLE",98102,"(206) 334-6413",-122.3215932,47.65058453,"EATDRINK","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0077736","DAMQULF0S","IVAV2UTPP",1
"1134","ALOHA PLATES","ALOHA PLATES","2/20/18","Seating 0-12 - Risk Category III","600 5TH AVE S STE 511","SEATTLE",98104,"(206) 330-7031",-122.3274322,47.59749084,"ALOHA PLATES","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0068153","DA0VHRU6F","",2
"1135","BEARD PAPA'S","BEARD PAPA'S","2/20/18","Bakery-no seating - Risk Category II","600 5TH AVE S 103","SEATTLE",98104,"(425) 802-7122",-122.3271762,47.59682001,"BEARD PAPA'S","Routine Inspection/Field Review",5,"Satisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0077636","DAZHN1RSI","IV0BT5JI5",NA
"1136","CHEW  CHEW'S","CHEW  CHEW'S","2/20/18","Seating 13-50 - Risk Category III","700 5TH AVE ","Seattle",98104,"(206) 223-0820",-122.3298807,47.60500737,"CHEW  CHEW'S","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","4100 - Warewashing facilities properly installed,...",5,"PR0029169","DAF1KN0FJ","IV2BWCB3S",1
"1137","CHEW  CHEW'S","CHEW  CHEW'S","2/20/18","Seating 13-50 - Risk Category III","700 5TH AVE ","Seattle",98104,"(206) 223-0820",-122.3298807,47.60500737,"CHEW  CHEW'S","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","2110 - Proper cold holding temperatures (greater than  45 degrees F)",10,"PR0029169","DAF1KN0FJ","IVGQ6FW3H",1
"1138","THE ORGANIC COUP","THE ORGANIC COUP","2/20/18","Seating 0-12 - Risk Category III","701 5TH AVE","SEATTLE",98104,"(925) 705-7585",-122.3306129,47.60452875,"THE ORGANIC COUP","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0087262","DAOT0TE1H","",1
"1139","UWAJIMAYA","UWAJIMAYA - MEAT SHOP","2/20/18","Meat/Sea Food - Risk Category III","600 5TH AVE S ","SEATTLE",98104,"(206) 624-6248",-122.3271762,47.59682001,"UWAJIMAYA","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"BLUE","3400 - Wiping cloths properly used, stored, proper sanitizer",5,"PR0064275","DA0CPSXS1","IVBOUJNDC",NA
"1140","UWAJIMAYA","UWAJIMAYA - MEAT SHOP","2/20/18","Meat/Sea Food - Risk Category III","600 5TH AVE S ","SEATTLE",98104,"(206) 624-6248",-122.3271762,47.59682001,"UWAJIMAYA","Routine Inspection/Field Review",15,"Unsatisfactory",FALSE,"RED","0600 - Adequate handwashing facilities",10,"PR0064275","DA0CPSXS1","IVB3UCHSC",NA
"1141","BETSUTENJIN RAMEN","BETSUTENJIN RAMEN","2/20/18","Seating 13-50 - Risk Category III","954 E UNION ST STE 102","SEATTLE",98122,"(206) 922-9246",-122.3198027,47.61324356,"BETSUTENJIN RAMEN","Return Inspection",0,"Satisfactory",FALSE,"","",0,"PR0086886","DAHTAKV22","",1
"1142","CHUCK'S HOP SHOP","CHUCK'S HOP SHOP","2/20/18","Seating 51-150 - Risk Category I","2001 E UNION ST","SEATTLE",98122,"(206) 552-9545",-122.3058391,47.61270199,"CHUCK'S HOP SHOP","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0083767","DAN0YA03E","",1
"1143","CHUNGEE'S DRINK AND EAT","CHUNGEE'S DRINK AND EAT","2/20/18","Seating 13-50 - Risk Category III","1830 12TH AVE ","SEATTLE",98122,"",-122.3166754,47.61858426,"CHUNGEE'S DRINK AND EAT","Return Inspection",8,"Satisfactory",FALSE,"BLUE","3200 - Insects, rodents, animals not present; entrance controlled.",5,"PR0071145","DADQC1WDT","IVCTDY0DS",1
"1144","CHUNGEE'S DRINK AND EAT","CHUNGEE'S DRINK AND EAT","2/20/18","Seating 13-50 - Risk Category III","1830 12TH AVE ","SEATTLE",98122,"",-122.3166754,47.61858426,"CHUNGEE'S DRINK AND EAT","Return Inspection",8,"Satisfactory",FALSE,"BLUE","4300 - Non-food contact surfaces maintained and clean",3,"PR0071145","DADQC1WDT","IVMVAE98W",1
"1145","KATY'S CORNER CAFE","KATY'S CORNER CAFE","2/20/18","Seating 0-12 - Risk Category II","2000 E UNION ST ","SEATTLE",98122,"(206) 322-2490",-122.3059209,47.61306021,"KATY'S CORNER CAFE","Routine Inspection/Field Review",0,"Satisfactory",FALSE,"","",0,"PR0067416","DA7Z13SGN","",1
"1146","SKILLET DINER","SKILLET DINER","2/20/18","Seating 51-150 - Risk Category III","1400 14TH AVE","SEATTLE",98122,"(206) 877-2248",-122.3139884,47.61320099,"SKILLET DINER","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","1500 - Proper handling of pooled eggs",5,"PR0081340","DAZ7BFMGS","IVUF8AROR",2
"1147","SKILLET DINER","SKILLET DINER","2/20/18","Seating 51-150 - Risk Category III","1400 14TH AVE","SEATTLE",98122,"(206) 877-2248",-122.3139884,47.61320099,"SKILLET DINER","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","1400 - Raw meats below and away from ready to eat food; species separated",5,"PR0081340","DAZ7BFMGS","IVBMFFV7G",2
"1148","EMERALD CITY FISH CO","EMERALD CITY FISH CO","2/20/18","Seating 0-12 - Risk Category III","3756 RAINIER AVE S #A","SEATTLE",98144,"(206) 330-5383",-122.29148,47.570343,"EMERALD CITY FISH CO","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0079699","DA0ZIGGOP","",1
"1149","MEKONG RAINIER","MEKONG RAINIER","2/20/18","Meat/Sea Food - Risk Category III","3400 RAINIER AVE S ","Seattle",98144,"(206) 723-9641",-122.2933935,47.57289523,"MEKONG RAINIER","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0007733","DADXONF70","",NA
"1150","MEKONG RAINIER","MEKONG RAINIER","2/20/18","Seating 0-12 - Risk Category III","3400 RAINIER AVE S ","Seattle",98144,"(206) 723-9641",-122.2933935,47.57289523,"MEKONG RAINIER","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0018271","DA4KXBXHC","",1
"1151","TAN DINH DELI","TAN DINH DELI","2/20/18","Seating 0-12 - Risk Category III","1212 S MAIN ST #A ","Seattle",98144,"",-122.3164224,47.60013402,"TAN DINH DELI","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0054525","DACT2DY3Q","",2
"1152","WILLIE'S TASTE OF SOUL","WILLIE'S TASTE OF SOUL","2/20/18","Seating 13-50 - Risk Category III","3427 RAINIER AVE S ","Seattle",98144,"(206) 722-3229",-122.2937031,47.57207472,"WILLIE'S TASTE OF SOUL","Consultation/Education - Field",0,"Complete",FALSE,"","",0,"PR0055037","DAAJRSJKY","",2
"1153","LADYBUG ESPRESSO","LADYBUG ESPRESSO","2/21/18","Limited Food Services - no permanent plumbing","324 BROADWAY AVE E ","SEATTLE",98102,"(206) 852-0642",-122.3206522,47.621315,"LADYBUG ESPRESSO","Consultation/Education - Field",0,"Satisfactory",FALSE,"","",0,"PR0045106","DAI7YJV7K","",NA
"1154","STARBUCKS COFFEE #304","STARBUCKS COFFEE #304","2/21/18","Seating 13-50 - Risk Category II","101 BROADWAY E","SEATTLE",98102,"(206) 318-6565",-122.32112,47.61893,"STARBUCKS COFFEE #304","Routine Inspection/Field Review",10,"Unsatisfactory",FALSE,"RED","0600 - Adequate handwashing facilities",10,"PR0087259","DA0DZZ1E6","IVPCANPSD",2
"1155","RACHA NOODLES & THAI CUISINE","RACHA NOODLES & THAI CUISINE","2/21/18","Seating 51-150 - Risk Category III","537 1ST AVE N ","Seattle",98109,"(206) 281-8883",-122.3556315,47.62437759,"RACHA NOODLES & THAI CUISINE","Routine Inspection/Field Review",55,"Unsatisfactory",FALSE,"RED","1710 - Proper hot holding temperatures (less than130 degrees)",25,"PR0043715","DAKDUXKLV","IVAM5AZZC",3
